# order 1
# taper
0.183556 0.00986031
0.436058 0.00952487
0.672204 0.00840796
0.899843 0.00638161
1.13601 0.00422404
1.39532 0.00247902
0.182367 0.00906878
0.437129 0.00878598
0.681292 0.00735588
0.917242 0.00575692
1.15335 0.00397787
1.41272 0.00267437
0.181703 0.00244139
0.182149 0.00253377
0.188743 0.00855469
0.433094 0.00737285
0.668024 0.00655112
0.905593 0.00531935
1.16061 0.00397073
1.40929 0.00249516
0.256156 0.00739483
0.489508 0.00667318
0.718267 0.00561975
0.958944 0.00410855
1.20487 0.00238813
0.243032 0.00313606
0.240635 0.00291923
0.234332 0.00618149
0.480241 0.00545491
0.707642 0.0035419
0.959187 0.00281859
0.233644 0.00571684
0.459339 0.00452313
0.695042 0.00403687
0.948303 0.00266987
0.233366 0.00557761
0.473257 0.0047288
0.708119 0.00401174
0.9594 0.00255306
0.22941 0.00689815
0.476159 0.00583367
0.720511 0.00404431
0.975347 0.00257991
0.232682 0.00241809
0.236565 0.00237778
0.24999 0.00499987
0.493201 0.00410379
0.74796 0.00258195
0.246777 0.00287716
0.242267 0.00320277
0.247307 0.00260474
0.259113 0.00284967
0.242465 0.00283994
0.251173 0.00300498
0.251924 0.00273295
0.25084 0.00296534
0.259087 0.00291069


# bra
0.957887
0.313201
0.40696
0.40696
0.795778
0.698765
0.40696
0.40696
0.632753
0.103515
0.469563
0.773238
0.40696
0.40696
0.492022
0.40696
0.40696
0.40696
0.40696
0.40696
0.40696
0.40696
0.40696
0.40696


# lchi_lapar
0.5 1.39532
0.5 1.41272
0.5 0.181703
0.5 0.182149
0.5 1.40929
0.715072 1.20487
0.715072 0.243032
0.715072 0.240635
1.00474 0.959187
1.00474 0.948303
1.00474 0.9594
1.00474 0.975347
1.27522 0.232682
1.27522 0.236565
1.27522 0.74796
1.27522 0.246777
1.55083 0.242267
1.55083 0.247307
1.55083 0.259113
1.55083 0.242465
1.83285 0.251173
1.83285 0.251924
1.83285 0.25084
1.83285 0.259087


# lchi_bra_lapar
0.5 1.39532 0.957887
0.5 1.41272 0.313201
0.5 0.181703 0.40696
0.5 0.182149 0.40696
0.5 1.40929 0.795778
0.715072 1.20487 0.698765
0.715072 0.243032 0.40696
0.715072 0.240635 0.40696
1.00474 0.959187 0.632753
1.00474 0.948303 0.103515
1.00474 0.9594 0.469563
1.00474 0.975347 0.773238
1.27522 0.232682 0.40696
1.27522 0.236565 0.40696
1.27522 0.74796 0.492022
1.27522 0.246777 0.40696
1.55083 0.242267 0.40696
1.55083 0.247307 0.40696
1.55083 0.259113 0.40696
1.55083 0.242465 0.40696
1.83285 0.251173 0.40696
1.83285 0.251924 0.40696
1.83285 0.25084 0.40696
1.83285 0.259087 0.40696


